i_id,city,state,zip
3021,DOVER,DE,19904
3022,WALDOBORO,ME,4572
3023,DOWNEY,CA,90241
3024,LOS ANGELES,CA,90013
3025,Philadelphia,PA,19116-969
3026,WATERFORD,MI,48327
3027,ASTORIA,NY,11103
3028,STATEN ISLAND,NY,10306
3029,NEW YORK,NY,10038
3030,BRONX,NY,10462
3031,WHITE PLAINS,NY,10601
3032,PHILADELPHIA,PA,19102-1192
3033,NEW ORLEANS,LA,70119
3034,HOUSTON,TX,77004
3035,DUBLIN,CA,94568
3036,GREENSBORO,NC,27406
3037,CHICAGO,IL,60643-120
3038,BALTIMORE,MD,21206
3039,KERNERSVILLE,NC,27284
3040,CHARLOTTE,NC,28216
3041,OKLAHOMA CITY,OK,73139
3042,DURANGO,CO,81301
3043,DANVILLE,KY,40422
3044,Los Angeles,CA,90010-171
3045,MASON CITY,IA,50401
3046,LAUDERHILL,FL,33319
3047,HACIENDA HEIGHTS,CA,91745
3048,Clifton Forge,VA,24422-100
3049,Miami,FL,33125
3050,Miami,FL,33126
3051,Miami,FL,33125
3052,Amherst,NY,14226-359
3053,Great Falls,MT,59401-373
3054,Rosemount,MN,55068-299
3055,Madison,SD,57042-179
3056,Mitchell,SD,57301-439
3061,Dallas,TX,75211-929
3062,Dallas,TX,75243
3063,Dallas,TX,75234-729
3064,Louisburg,MO,65685
3065,Dallas,TX,75202
3066,Louisburg,MO,65685-9152
3067,Dallas,TX,75227-431
3068,Dallas,TX,75243
3069,Provo,UT,84604
3070,Dallas,TX,75204
3071,Dalton,GA,30720-379
3072,Blair,NE,68008
3073,New York,NY,10031-189
3074,Nashua,NH,03063-130
3075,Danville,IL,61832-511
3076,Danville,VA,24541-400
3077,Danville,VA,24541
3078,Asheville,NC,28801
3079,Brooklyn,NY,11210
3080,Palm Bay,FL,32905
3081,Hanover,NH,03755-352
3082,Albany,GA,31707-309
3083,Davenport,IA,52807
3084,Grand Rapids,MI,49512
3085,Centerville,OH,45459
3086,Richmond,IN,47374-410
3087,Cleveland,OH,44115
3088,Royal Oak,MI,48067-321
3089,Temple City,CA,91780
3090,Centerville,OH,45459
3091,Davidson,NC,28035
3092,Thomasville,NC,27360-738
3093,Elkins,WV,26241-399
3094,Kaysville,UT,84037-269
3095,Toledo,OH,43623
3096,Mexico,MO,65265-189
3097,Wilmington,DE,19805-1511
3098,Wilmington,DE,19805
3099,Glendive,MT,59330
3100,Ocean Springs,MS,39564
3101,Lancaster,OH,43130-8039
3102,Albany,KY,42602
3103,Scottsville,KY,42164
3104,Bellevue,KY,41073
3105,Chillicothe,OH,45601-1038
3106,Louisville,KY,40245
3107,Madisonville,KY,42431
3108,Newport,KY,41071
3109,Louisville,KY,40245
3110,Owensboro,KY,42301
3111,Owensboro,KY,42301
3112,Paducah,KY,42001
3113,Paducah,KY,42001-8252
3114,Scottsville,KY,42164
3115,Murfreesboro,TN,37128
3116,Nashville,TN,37217
3117,Dayton,OH,45405-2704
3118,Dayton,OH,45402
3119,Keokuk,IA,52632
3120,Dayton,OH,45429
3121,Daytona Beach,FL,32114
3122,Ormond Beach,FL,32174-8445
3123,Daytona Beach,FL,32114
3124,Burlington,IA,52601
3125,Cupertino,CA,95014
3126,Pine Bluff,AR,71603-166
3127,Albuquerque,NM,87112-441
3128,Chicago,IL,60604
3129,Greencastle,IN,46135-177
3130,Center Valley,PA,18034-956
3131,Sierra Vista,AZ,85635-183
3132,Long Island City,NY,11101-3051
3133,Long Island City,NY,11101-305
3134,Oakbrook Terrace,IL,60181-4264
3135,Phoenix,AZ,85021-299
3136,Pomona,CA,91768-264
3137,Westminster,CO,80234-201
3138,Oakbrook Terrace,IL,60181-426
3139,Orlando,FL,32839-242
3140,Decatur,GA,30030-219
3141,Chicago,IL,60618-599
3142,Merrillville,IN,46410-565
3143,Louisville,KY,40223-3887
3144,Bethesda,MD,20814-330
3145,Edina,MN,55435-587
3146,Kansas City,MO,64131-362
3147,Henderson,NV,89074-712
3148,North Brunswick,NJ,08902-336
3149,Charlotte,NC,28211-362
3150,Columbus,OH,43209-270
3151,Oklahoma City,OK,73116
3152,Portland,OR,97225-665
3153,Fort Washington,PA,19034-320
3154,Memphis,TN,38119
3155,Irving,TX,75063-243
3156,Sandy,UT,84070
3157,Arlington,VA,22202-384
3158,Federal Way,WA,98001-955
3159,Milwaukee,WI,53202-410
3160,Saint Louis,MO,63139
3162,Franklin,MA,02038-194
3163,Pittsburgh,PA,15226-119
3164,Louisville,KY,40203
3165,Wilmington,DE,19808
3166,Monterey,CA,93944-500
3167,Defiance,OH,43512
3168,Clarkston,GA,30021-239
3169,Corpus Christi,TX,78404-389
3170,Delaware,OH,43015-896
3171,Norwich,NY,13815-355
3172,Wilmington,DE,19801-300
3173,Media,PA,19063-109
3174,Folcroft,PA,19032-199
3175,Folcroft,PA,19032-1998
3176,Dagsboro,DE,19939
3177,Dover,DE,19901
3178,Dover,DE,19901
3179,Georgetown,DE,19947
3180,Wilmington,DE,19801
3181,Dover,DE,19901
3182,Dover,DE,19901
3183,Georgetown,DE,19947
3184,Newark,DE,19702
3185,Dover,DE,19901
3186,Philadelphia,PA,19114
3187,Doylestown,PA,18901-269
3189,New Orleans,LA,70119
3190,Blue Lake,CA,95525-081
3191,Salisbury,MD,21804-695
3192,Greenville,MS,38701
3193,University Center,MI,48710
3194,Covington,LA,70433-904
3195,Baton Rouge,LA,70806-152
3196,Monroe,LA,71203
3197,Sanford,FL,32773
3198,Delta,CO,81416
3199,Lake Charles,LA,70601
3200,Cleveland,MS,38733
3201,Southaven,MS,38671
3202,Lake Charles,LA,70601
3203,Denham Springs,LA,70726
3204,Granville,OH,43023-071
3205,Denmark,SC,29042
3206,Lebanon,OH,45036
3207,Columbus,OH,43231
3208,Lebanon,OH,45036
3210,Boardman,OH,44512
3211,Westminster,CO,80031-2901
3212,Westminster,CO,80031-290
3213,Denver,CO,80223-936
3214,Thornton,CO,80229
3215,Denver,CO,80202
3216,Littleton,CO,80120
3217,Ankeny,IA,50021-399
3218,Des Moines,IA,50312
3219,Tucson,AZ,85705
3220,San Diego,CA,92121
3221,Paso Robles,CA,93446
3222,East Liverpool,OH,43920
3223,Riverview,MI,48192
3224,Southfield,MI,48076
3225,West Springfield,MA,1089
3226,6864 Cochran Rd,OH,44139
3227,Medina,OH,44256
3228,Sherman,TX,75090-2657
3229,Carlisle,PA,17013-289
3230,Dickinson,ND,58601-489
3231,Shreveport,LA,71109
3232,Baton Rouge,LA,70815--81
3233,Shreveport,LA,71109
3234,Redmond,WA,98052
3235,Boca Raton,FL,33431
3236,New Orleans,LA,70122
3237,Fall River,MA,2723
3238,Tsaile,AZ,86556
3239,St Louis,MO,63114
3240,Camden,NJ,8104
3241,Seattle,WA,98107-066
3242,Epworth,IA,52045
3243,Saint George,UT,84770-3025
3244,Saint George,UT,84770-387
3245,Crete,NE,68333
3246,Crete,NE,68333
3247,Lincoln,NE,68504
3248,Dodge City,KS,67801-239
3250,Beaumont,TX,77703
3251,Baton Rouge,LA,70808-322
3252,Orangeburg,NY,10962-121
3253,Washington,DC,20017-158
3254,Berkeley,CA,94708-1816
3255,Berkeley,CA,94708-181
3256,River Forest,IL,60305
3257,San Rafael,CA,94901-229
3258,Gloucester Point,VA,23062
3259,Rosemead,CA,91770-429
3260,Valparaiso,IN,46385
3261,Schererville,IN,46375
3262,Los Angeles,CA,90020-170
3264,Los Angeles,CA,90020-1704
3266,Kansas City,KS,66102
3267,Louisville,KY,40203
3268,Sioux Center,IA,51250-169
3269,Mount Vernon,NY,10550
3270,Southgate,MI,48195
3271,Southgate,MI,48195
3272,Monessen,PA,15062
3273,East Lansing,MI,48823
3274,Paramus,NJ,7652
3275,Oakdale,NY,11769-199
3276,Gainesville,FL,32601
3277,Elizabeth,NJ,7201
3278,Elizabeth,NJ,7201
3279,Newark,NJ,7102
3280,Des Moines,IA,50311-450
3281,Nashville,TN,37217
3282,Murfreesboro,TN,37128
3283,Madison,NJ,7940
3285,Springfield,MO,65802-379
3286,Du Bois,PA,15801
3287,Du Bois,PA,15801
3288,Du Quoin,IL,62832
3289,Bedford,TX,76021
3290,Nashville,TN,37209
3291,Pittsburgh,PA,15222-132
3292,Durham,NC,27708
3294,Dultuh,MN,55807
3295,Minneapolis,MN,55403-119
3296,Pittsburgh,PA,15282
3297,Durham,NC,27707
3298,Durham,NC,27703-502
3300,Poughkeepsie,NY,12601-659
3301,Poughkeepsie,NY,12601-159
3302,Dyersburg,TN,38024-241
3303,New Britain,CT,6053
3304,New Britain,CT,6053
3305,OMAHA,NE,68114
3306,Elizabethtown,KY,42701-103
3307,NORTH LAS VEGAS,NV,89030
3308,HILLSBORO,OR,97124
3309,KANSAS CITY,MO,64127
3310,DECATUR,GA,30034
3311,NORCO,CA,91760
3312,CABOOL,MO,65689
3313,CHARLOTTE,NC,28214
3314,PIKEVILLE,KY,41501-2913
3315,BIRMINGHAM,AL,35212
3316,LOS ANGELES,CA,90033
3317,LOS ANGELES,CA,90031
3318,HERMISTON,OR,97838
3319,KNOXVILLE,TN,37931-3411
3320,WYOMISSING,PA,19610
3321,SALISBURY,MD,21801
3322,Greensboro,NC,27406
3323,GREENSBORO,NC,27406
3324,MARTINSVILLE,VA,24114
3325,RICHMOND,KY,40475
3326,VIRGINIA BEACH,VA,23462
3327,ANDERSON,IN,46013
3328,CITRUS HEIGHTS,CA,95610
3329,MEMPHIS,TN,381042708
3330,SAN FRANCISCO,CA,941410990
3331,SANTA ANA,CA,92705
3332,SAN JOSE,CA,95112
3333,Virginia Beach,VA,23462
3334,Roanoke,VA,24012
3335,Virginia Beach,VA,23462
3336,Caguas,PR,00725-000
3337,CAGUAS,PR,7250000
3338,WOODLAND HILLS,CA,91367
3339,San Juan,PR,00919-2303
3340,San Juan,PR,00919-2303
3341,Brooklyn,NY,11235
3342,MIAMI,FL,33130
3343,BLAIRSVILLE,PA,157171389
3344,NEW YORK,NY,10027
3345,NEW   YORK,NY,10016
3346,SYRACUSE,NY,13202
3347,YONKERS,NY,10701
3348,WEST PALM BEACH,FL,334155640
3349,LARGO,FL,33777
3350,LOUISVILLE,KY,40222
3351,HINES,IL,60141
3352,NEW CANAAN,CT,6840
3353,Tewksbury,MA,1876
3354,TOLEDO,OH,43614
3355,HOUSTON,TX,77061-2006
3356,SAINT GEORGE,UT,847702707
3357,WHITTIER,CA,90605
3358,Kailua,HI,967342736
3359,CHICAGO,IL,60613
3360,LIMA,NY,14485
3361,ORCHARD PARK,NY,14127
3362,ELKHART,IN,46514
3363,ELKINS PARK,PA,19027
3364,COVINGTON,LA,70433
3365,PORTLAND,OR,97229
3366,ELMENDORF AFB,AK,99506
3367,CASTILE,NY,14427
3368,WESTLAND,MI,48185
3369,NASHVILLE,TN,37206
3370,PORTLAND,OR,972235494
3371,ATLANTA,GA,30324
3372,SANTA ROSA,CA,95403
3373,EUGENE,OR,97402
3374,TROY,NY,12180
3375,HONOLULU,HI,96813
3376,ENGLEWOOD,CO,80110
3377,ENGLEWOOD,NJ,7631
3378,HOUSTON,TX,77054-2681
3379,ENGLEWOOD,CO,80110
3380,CLAREMONT,CA,91711
3381,ATLANTA,GA,30341
3382,LOS ANGELES,CA,90028
3383,SAN JUAN,PR,9363465
3384,Virginia Beach,VA,23452
3385,HOUSTON,TX,77020
3387,PASADENA,CA,91105
3388,DALLAS,TX,75206
3389,IRVINE,CA,92614
3391,Atlanta,GA,30342
3392,Niles,OH,44446-439
3393,LOS ANGELES,CA,90043
3394,BROOKLYN,NY,11206
3395,JACKSONVILLE,FL,32216
3396,DALLAS,TX,75217
3397,SCHENECTADY,NY,12304
3398,MONROE,LA,71203
3399,LAKE WORTH,FL,33463
3400,SAN JOSE,CA,95121
3401,LAKE FOREST,CA,92630
3402,KENTWOOD,MI,49512
3403,ORANGE,CA,92668
3404,BEDFORD,MA,1730
3405,COLORADO SPRINGS,CO,80920
3408,RICHARDSON,TX,75081-6540
3409,Salt Lake City,UT,84111
3410,Layton,UT,84041
3411,Murray,UT,84123-6965
3412,Salt Lake City,UT,84111
3413,Richmond,IN,47374-409
3414,Mesa,AZ,85210
3415,Forrest City,AR,72335
3416,Greenville,NC,27858-435
3417,Union,MO,63084
3418,Decatur,MS,39327-012
3419,Ada,OK,74820-689
3422,Swainsboro,GA,30401
3423,Saint Paul,MN,55104
3424,Scooba,MS,39358-015
3425,West Covina,CA,91790
3426,East Stroudsburg,PA,18301-299
3427,Johnson City,TN,37614-000
3428,Marshall,TX,75670-149
3429,Mesa,AZ,85201
3430,Sarasota,FL,34234-000
3431,Portland,OR,97232-000
3432,Chicago,IL,60605
3433,Thatcher,AZ,85552-076
3434,Wynnewood,PA,19096-349
3435,Willow Grove,PA,19090
3436,Little Rock,AR,72209
3437,Little Rock,AR,72205
3438,Willimantic,CT,6226
3439,Steubenville,OH,43952-3598
3440,Cincinnati,OH,45255
3441,Idaho Falls,ID,83404-578
3442,Charleston,IL,61920
3443,Belleville,NJ,7109
3444,Belleville,NJ,7109
3445,Davenport,IA,52801-122
3446,Richmond,KY,40475-310
3447,Bangor,ME,4401
3448,Harrisonburg,VA,22802-246
3449,Ypsilanti,MI,48197
3450,Quincy,MA,02170-299
3451,Portales,NM,88130
3452,Roswell,NM,88203
3453,Choctaw,OK,73020-901
3454,Wilburton,OK,74578-499
3455,La Grande,OR,97850
3456,Montclair,NJ,07042-3551
3457,Melfa,VA,23410
3458,Patchogue,NY,11772
3459,Saint Davids,PA,19087-369
3460,Norfolk,VA,23507
3461,Cheney,WA,99004-249
3462,Torrington,WY,82240-169
3463,Mesquite,TX,75150-209
3464,Groveport,OH,43125-923
3465,Ramsey,NJ,07446-2551
3466,Little Rock,AR,72201
3467,Springdale,AR,72762
3468,Sandy,UT,84070-2004
3469,Saint Petersburg,FL,33711-470
3470,Cape Girardeau,MO,63701
3475,Aurora,CO,80014
3476,Detroit,MI,48201
3477,Carlsbad,NM,88220
3478,Webster Grove,MO,63119-319
3479,Tarboro,NC,27886
3480,Madison,WI,53711-199
3481,Edinboro,PA,16444-000
3482,Fort Myers,FL,33919-000
3483,Fort Myers,FL,33919-0000
3484,Piqua,OH,45356-923
3486,Lynnwood,WA,98037-591
3487,Corpus Christi,TX,78401
3488,Greensburg,PA,15601
3489,Bayamon,PR,959
3490,Bayamon,PR,959
3491,Coama,PR,769
3492,Bayamon,PR,959
3493,Coamo,PR,769
3494,San Sebastian,PR,769
3495,Sterling,IL,61081
3496,Sterling,IL,61081-3611
3497,Clearwater,FL,33759
3498,Stow,OH,44224
3499,Blacksburg,VA,24060
3500,Blacksburg,VA,24060
3501,Jacksonville,FL,32209
3504,Milan,OH,44846
3506,Torrance,CA,90506
3507,Compton,CA,90221-5393
3508,Torrance,CA,90506
3509,Dallas,TX,75202-360
3510,El Paso,TX,79915-190
3511,Saint Louis,MO,63136-561
3512,Eldon,MO,65026
3513,Chattanooga,TN,37411
3514,San Juan,PR,00919-230
3515,Hollywood,CA,90028-610
3516,Elgin,IL,60123-719
3517,Hamden,CT,6514
3518,Hamden,CT,6514
3519,Brooklyn,NY,11223
3520,Westminster,CA,92683
3521,Westminster,CA,92683
3522,Garden Grove,CA,92840
3523,Lexington,TN,38351
3524,Yucca Valley,CA,92284-2860
3525,Sacramento,CA,95841
3526,Norwalk,OH,44857-2714
3527,Cincinnati,OH,45246
3528,Elizabeth City,NC,27909
3529,Medford,MA,2155
3530,Medford,MA,2155
3531,Elizabethtown,KY,42701-1038
3532,Elizabethtown,PA,17022-229
3533,Philadelphia,PA,19134-109
3534,Groton,CT,6340
3535,Schenectady,NY,12308
3536,Schenectady,NY,12308
3537,Chicago,IL,60606
3538,Iowa Falls,IA,50126
3539,Elmhurst,IL,60126-309
3540,Elmira,NY,14901
3541,Elmira,NY,14901
3542,Elon,NC,27244-201
3543,Daytona Beach,FL,32114-390
3544,Daytona Beach,FL,32114-3900
3545,Boston,MA,02116-462
3546,Vancouver,WA,98661-432
3547,Denver,CO,80204-219
3548,Denver,CO,80204-2197
3549,Juana Diaz,PR,795
3550,Mayaguez,PR,680
3551,Johnson City,TN,37601-9989
3552,Boston,MA,2115
3553,Johnson City,TN,37601-998
3554,Juana Diaz,PR,795
3555,Dubuque,IA,52001-309
3556,Ansonia,CT,6401
3557,Atlanta,GA,30322
3558,Emory,VA,24327-094
3559,Santa Monica,CA,90403
3560,Santa Monica,CA,90403
3561,Whitehall,PA,18052
3562,Appleton,WI,54914-4644
3563,Arlington Heights,IL,60004
3564,Aurora,CO,80017
3565,Avondale,AZ,85323
3566,Bloomington,MN,55420-4232
3567,Boston,MA,2116
3568,Brooklyn,NY,11214
3569,Philadelphia,PA,19102-2701
3570,Louisville,KY,40207
3571,Cincinnati,OH,45239
3572,Concord,NC,28027
3573,Louisville,KY,40216
3574,Dunwoody,GA,30338
3575,Memphis,TN,38117
3576,Eden Prairie,MN,55344
3577,Elizabethtown,KY,42701
3578,Florence,KY,41042
3579,Green Bay,WI,54304-4838
3580,Lawrenceville,GA,30044-3045
3581,Hanover,PA,17331
3582,Hanover Park,IL,60133-5421
3583,Harrisburg,PA,17109
3584,Louisville,KY,40204
3585,Louisville,KY,40291
3586,Indianapolis,IN,46237-3249
3587,Kennesaw,GA,30144
3588,Laconia,NH,3246
3589,Lakewood,CO,80226
3590,Lancaster,PA,17603
3591,Lauderhill,FL,33351
3592,Lawrenceville,GA,30044-304
3593,Lebanon,PA,17042
3594,Lisle,IL,60532
3595,Littleton,CO,80123
3596,Madison,WI,53717-1111
3597,Portland,ME,4101
3598,Malden,MA,2148
3599,New York,NY,10001
3600,Manitowoc,WI,54220-5040
3601,Matthews,NC,28105
3602,Grand Rapids,MI,49525-2440
3603,Midlothian,VA,23112
3604,Milwaukee,WI,53221
3605,Morrow,GA,30260
3606,Brentwood,TN,37027
3607,Pittsburgh,PA,15237
3608,Tucson,AZ,85705
3609,Owings Mills,MD,21117
3610,Phoenix,AZ,85032
3611,Paramus,NJ,7652
3612,Peekskill,NY,10566
3613,Philadelphia,PA,19102-270
3614,Charlotte,NC,28226
3615,Pottstown,PA,19464
3616,Pottsville,PA,17901
3617,Providence,RI,02903-3052
3618,Astoria,NY,11103
3619,Reading,PA,19605
3620,Richmond,VA,23294
3621,Shamokin Dam,PA,17876
3622,Somersworth,NH,3878
3623,Speedway,IN,46224
3624,Spring Lake Park,MN,55432
3625,Springfield,PA,19064
3626,Saint Paul,MN,55119-7003
3627,State College,PA,16801
3628,Warminster,PA,18974
3629,Warwick,RI,2886
3630,West Mifflin,PA,15122
3631,West Palm Beach,FL,33409
3632,Williamsport,PA,17701
3633,Moosic,PA,18507
3634,York,PA,17402
3635,Santa Rosa,CA,95403-212
3636,Lexington,KY,40517
3637,Lexington,KY,40517
3638,Emporia,KS,66801-508
3639,Beverly,MA,1915
3640,South Plainfield,NJ,07080-242
3641,Oakland,CA,94613
3642,Chagrin Falls,OH,44022
3643,Enid,OK,73701-453
3644,Enterprise,AL,36330-1300
3645,Enterprise,AL,36330-130
3646,Lenexa,KS,66215-3803
3647,Itasca,IL,60143-133
3648,Itasca,IL,60143-1334
3650,Sacramento,CA,95842
3651,Cambridge,MA,02138-349
3652,Philadelphia,PA,19125-100
3653,Austin,TX,78705
3656,Wichita,KS,67212
3657,West Seneca,NY,14224
3658,West Seneca,NY,14224
3659,Angola,NY,14006
3660,Erie,PA,16501
3661,Erie,PA,16501
3662,Buffalo,NY,14203
3663,Erie,PA,16509-260
3664,Chicago,IL,60611-562
3665,Due West,SC,29639
3666,Bayamon,PR,959
3667,Hato Rey,PR,917
3668,Ponce,PR,00730-487
3669,San Juan,PR,00902-111
3670,Isabela,PR,662
3671,Los Angeles,CA,90007
3672,Newark,NJ,7102
3673,Visalia,CA,93291
3674,Concord,NH,03301-480
3675,Temecula,CA,92591
3676,Avondale,AZ,85323-100
3677,Euclid,OH,44123
3678,Eugene,OR,97405
3679,Las Vegas,NV,89131
3680,Henderson,NV,89052
3681,Henderson,NV,89052
3682,Las Vegas,NV,89131
3683,Las Vegas,NV,89117
3684,Las Vegas,NV,89117
3685,Eureka,IL,61530
3686,Miami,FL,33174
3687,Union,NJ,7083
3688,Guilford,CT,06437-2319
3689,Union,NJ,7083
3690,Skokie,IL,60077
3691,Las Vegas,NV,89117
3692,Skokie,IL,60077
3693,Springfield,MO,65802
3694,Myerstown,PA,17067-129
3695,Myerstown,PA,17067-1222
3696,Rexburg,ID,83440
3697,Cedar City,UT,84720
3698,Rexburg,ID,83440
3699,Saint George,UT,84770
3700,Evanston,IL,60201-171
3701,Evansville,IN,47715-323
3702,Chesapeake,VA,23320
3703,Arlington,TX,76011
3704,Alhambra,CA,91803
3705,Anaheim,CA,92801-5229
3706,Arlington,TX,76011
3707,Atlanta,GA,30331-2620
3708,Aurora,CO,80012-5692
3709,Bedford Park,IL,60629-5819
3710,Bremerton,WA,98337
3711,Burr Ridge,IL,60527
3712,Chesapeake,VA,23320
3713,Chicago,IL,60604
3714,Colorado Springs,CO,80916
3715,Dallas,TX,75206
3716,Detroit,MI,48207-4291
3717,Earth City,MO,63045
3718,Fort Worth,TX,76137
3719,Ft Worth,TX,76115
3720,Gahanna,OH,43230
3721,Gardena,CA,90247
3722,Hayward,CA,94541
3723,Henderson,NV,89074
3724,Los Angeles,CA,90010
3725,McLean,VA,22102-3000
3726,Melbourne,FL,32935
3727,Melrose Park,IL,60160-1526
3728,Merrillville,IN,46410
3729,Milwaukee,WI,53212-4006
3730,Newport News,VA,23606
3731,North Aurora,IL,60542
3732,Ontario,CA,91761
3733,Ontario,CA,91761
3734,Phoenix,AZ,85021-1641
3735,Portland,OR,97204-2296
3736,Renton,WA,98057
3737,Reseda,CA,91335-4631
3738,San Bernardino,CA,92408
3739,San Francisco,CA,94103-9946
3740,San Jose,CA,95128
3741,Santa Ana,CA,92701
3742,Seattle,WA,98133
3743,Skokie,IL,60077-1074
3744,South Plainfield,NJ,7080
3745,Springfield,MO,65807
3746,Springfield,MO,65807
3747,Thornton,CO,80229
3748,Torrance,CA,90501
3749,West Valley City,UT,84119-2632
3750,Houston,TX,77060
3751,Atlanta,GA,30303
3752,Austin,TX,78754
3753,Houston,TX,77036-8001
3754,Brighton,MA,02135-3605
3755,Chelsea,MA,2150
3756,Chesapeake,VA,23320
3757,Cross Lanes,WV,25313
3758,Dearborn,MI,48124
3759,Decatur,GA,30035
3760,Atlanta,GA,30329
3761,Detroit,MI,48207-4291
3762,Eagan,MN,55121-1696
3763,Fort Lauderdale,FL,33304
3764,Gahanna,OH,43230
3765,Grand Rapids,MI,49525
3766,Houston,TX,77060
3767,Houston,TX,77087
3768,Jonesboro,GA,30236-1214
3769,Kalamazoo,MI,49009
3770,Marietta,GA,30067
3771,Newport News,VA,23606
3772,Norcross,GA,30093
3773,Miami,FL,33169-4538
3774,Pittsburgh,PA,15222-1320
3775,Rochester,NY,14621-3007
3776,San Antonio,TX,78213
3777,Silver Spring,MD,20910
3778,South Plainfield,NJ,7080
3779,Southfield,MI,48076-4491
3780,Pompano Beach,FL,33062
3781,Tampa,FL,33619-1354
3782,Jacksonville,FL,32256-1240
3783,Lakeland,FL,33801
3784,Largo,FL,33770-2556
3785,Melbourne,FL,32935
3786,Orlando,FL,32810
3787,Orange Park,FL,32073
3788,Pompano Beach,FL,33062
3789,Orlando,FL,32819
3790,Tampa,FL,33614
3791,Tampa,FL,33614
3792,Everett,WA,98201
3793,Boca Raton,FL,33431
3794,Bellevue,WA,98007
3795,Bellevue,WA,98007
3796,Everett,WA,98208
3797,Everett,WA,98208
3798,kalamazoo,MI,49009
3799,Lawton,OK,73501
3801,Emeryville,CA,94608
3802,Albany,NY,12203-515
3803,Excelsior Springs,MO,64024
3804,Las Vegas,NV,89106
3805,Las Vegas,NV,89106
3806,Amarillo,TX,79109-3208
3807,Amarillo,TX,79109-320
3808,Emeryville,CA,94608
3809,Murray,KY,42071-253
3810,ALTON,IL,62002
3811,AIEA,HI,96701
3812,MILTON,FL,32570
3813,BIRMINGHAM,AL,35218
3814,CHARLESTON,ME,4422
3815,FLINT,MI,48506
3816,PHILADELPHIA,PA,19126-2104
3817,VALLEJO,CA,94592
3818,LYNCHBURG,VA,24501
3819,WATERTOWN,MA,2172
3820,PHILADELPHIA,PA,19130
3821,LOUISVILLE,KY,40228
3822,ANCHORAGE,AK,995181120
3823,SALT LAKE CITY,UT,841201202
3824,HONOLULU,HI,96814
3825,UNIONTOWN,PA,15401
3826,MT VERNON,NY,10550
3827,FRESNO,CA,93710
3828,New York,NY,10013-100
3829,MANHATTAN BEACH,CA,90266
3830,FENTON,MI,48430
3831,CLINTON TOWNSHIP,MI,48035
3832,ASTORIA,NY,11103
3833,Los Angeles,CA,90015-1421
3834,SAN FRANCISCO,CA,94103
3835,Burbank,CA,915044111
3836,PATERSON,NJ,7522
3837,Norwood,MA,2062
3838,CINCINNATI,OH,45201-1016
3839,KANSAS CITY,MO,641140454
3840,BIRMINGHAM,AL,352232422
3841,TORRANCE,CA,90501
3842,ANNAPOLIS,MD,21401
3843,BURLINGTON,VT,5401
3844,HOUSTON,TX,77061
3845,ORLANDO,FL,32803
3846,ANCHORAGE,AK,995012897
3847,BEND,OR,97701
3848,DENVER,CO,80207
3849,FLINT,MI,485033795
3850,DENVER,CO,80209-2117
3851,ZEPHYR HILLS,FL,335391419
3852,OCALA,FL,34480
3853,ORLANDO,FL,32817
3854,ST AUGUSTINE,FL,32095
3855,BRANDON,FL,33511
3856,ST PETERSBURG,FL,33709
3857,TAMPA,FL,33609
3858,GAINESVILLE,FL,32608-5419
3859,LAKELAND,FL,33803
3860,PENSACOLA,FL,32514
3861,PASADENA,CA,911052071
3862,PLATTSBURGH,NY,12901
3863,NEW YORK,NY,100192925
3864,EL CAJON,CA,92019-2015
3865,YOUNGSTOWN,OH,44512
3866,GLENDALE,AZ,85302
3867,PHOENIX,AZ,85016
3868,CROSSETT,AR,71635
3869,KNOXVILLE,TN,37932-3379
3870,FT WAYNE,IN,46802
3871,MYRTLE BEACH,SC,29578
3872,TUCSON,AZ,85719
3873,RED BLUFF,CA,960802807
3874,FT WAYNE,IN,46802
3875,OAK LAWN,IL,60453
3876,OSHKOSH,WI,54901
3877,SCOTTSDALE,AZ,85259
3878,POTTSVILLE,PA,17901
3879,LAKE OSWEGO,OR,97034
3880,URBANA,IL,61801
3881,FREDERICKSBURG,VA,22404
3882,EXPORT,PA,156320477
3883,OKLAHOMA CITY,OK,73112
3884,CHICAGO,IL,606292009
3885,FREMONT,CA,94536
3886,MILWAUKEE,WI,53226
3887,FRONT ROYAL,VA,22630
3888,LEXINGTON,KY,40502
3889,WATERVILLE,ME,4901
3890,CHICAGO,IL,60609
3891,LAKE CHARLES,LA,70605
3892,HAMILTON,MT,59840
3893,Mayaguez,PR,680
3894,Fairfield,CT,06824-519
3895,Teaneck,NJ,7666
3896,Fairmont,WV,26554-247
3897,Fairview Park,OH,44126
3898,Ankeny,IA,50023-215
3899,Tacoma,WA,98407-0186
3900,Tacoma,WA,98407-018
3901,Tacoma,WA,98407-0186
3902,Tampa,FL,33615-194
3903,Shawnee,OK,74802
3904,Nederland,TX,77627-382
3905,Nederland,TX,77627-3829
3906,Farmingdale,NY,11735-1021
3907,Farmingdale,NY,11735-102
3908,San Diego,CA,92110-355
3909,Sarasota,FL,34231-481
3910,Los Angeles,CA,90015-142
3911,New York,NY,10001-599
3912,Clearwater,FL,33761
3913,Plantation,FL,33317
3914,Ft. Lauderdale,FL,33311
3915,Jacksonville,FL,32256
3916,Miami,FL,33176
3917,Miami,FL,33134
3918,Pembroke Pines,FL,33027
3919,Tampa,FL,33607
3920,Montgomery,AL,36109-337
3921,Studio City,CA,91604
3922,Spirit Lake,IA,51360
3923,Spirit Lake,IA,51360
