"player_id","pick","year","t_name","c_name"
172,71,2016,"Boise State University","MW"
1212,71,2020,NULL,NULL
690,71,2018,"University of Oregon","PAC-12"
431,71,2017,NULL,NULL
952,71,2019,"Ohio State University","Big Ten"
953,72,2019,"North Carolina State University - Raleigh","ACC"
173,72,2016,"Florida State University","ACC"
1213,72,2020,"University of Houston","AAC"
691,72,2018,NULL,NULL
432,72,2017,"Western Kentucky University","C-USA"
174,73,2016,NULL,NULL
954,73,2019,"Iowa State University","Big 12"
433,73,2017,"Kansas State University","Big 12"
1214,73,2020,"Ohio State University","Big Ten"
692,73,2018,"Ohio State University","Big Ten"
1215,74,2020,NULL,NULL
175,74,2016,"University of Notre Dame","ACC"
434,74,2017,"University of Michigan-Ann Arbor","Big Ten"
955,74,2019,"Florida Atlantic University","C-USA"
693,74,2018,NULL,NULL
1216,75,2020,"Ohio State University","Big Ten"
956,75,2019,NULL,NULL
694,75,2018,"Florida State University","ACC"
176,75,2016,"Michigan State University","Big Ten"
435,75,2017,"Louisiana State University - Baton Rouge","SEC"
695,76,2018,NULL,NULL
1217,76,2020,"University of Illinois at Urbana-Champaign","Big Ten"
177,76,2016,"Auburn University","SEC"
436,76,2017,"Florida State University","ACC"
957,76,2019,"Ohio State University","Big Ten"
1218,77,2020,"University of Iowa","Big Ten"
958,77,2019,"University of Michigan-Ann Arbor","Big Ten"
437,77,2017,NULL,NULL
696,77,2018,"Ohio State University","Big Ten"
178,77,2016,NULL,NULL
959,78,2019,NULL,NULL
697,78,2018,"The University of Texas at Austin","Big 12"
438,78,2017,NULL,NULL
179,78,2016,"North Carolina State University - Raleigh","ACC"
1219,78,2020,"Temple University","AAC"
698,79,2018,"University of South Carolina","SEC"
1220,79,2020,"Florida State University","ACC"
439,79,2017,NULL,NULL
960,79,2019,"University of Michigan-Ann Arbor","Big Ten"
180,79,2016,"Oregon State University","PAC-12"
440,80,2017,"Ohio University","MAC"
699,80,2018,NULL,NULL
961,80,2019,NULL,NULL
1221,80,2020,"University of Kentucky","SEC"
181,80,2016,"Ohio State University","Big Ten"
182,81,2016,"Stanford University","PAC-12"
441,81,2017,"University of California, Los Angeles","PAC-12"
1222,81,2020,"University of South Carolina","SEC"
700,81,2018,"Colorado State University","MW"
962,81,2019,"Boston College","ACC"
1223,82,2020,NULL,NULL
183,82,2016,"Texas Tech University","Big 12"
963,82,2019,"University of North Carolina at Charlotte","C-USA"
701,82,2018,"University of Louisiana at Lafayette","SBC"
442,82,2017,"Louisiana Tech University","C-USA"
964,83,2019,"Michigan State University","Big Ten"
443,83,2017,NULL,NULL
702,83,2018,NULL,NULL
184,83,2016,"University of Georgia","SEC"
1224,83,2020,"Louisiana State University - Baton Rouge","SEC"
185,84,2016,"Virginia Polytechnic Institute and State University","ACC"
444,84,2017,NULL,NULL
703,84,2018,"North Carolina State University - Raleigh","ACC"
965,84,2019,NULL,NULL
1225,84,2020,NULL,NULL
1226,85,2020,"University of Utah","PAC-12"
445,85,2017,NULL,NULL
704,85,2018,"University of Tennessee","SEC"
186,85,2016,"Ohio State University","Big Ten"
966,85,2019,"Louisiana Tech University","C-USA"
187,86,2016,"Rutgers University","Big Ten"
446,86,2017,"University of Toledo","MAC"
1227,86,2020,"University of Utah","PAC-12"
967,86,2019,"San Diego State University","MW"
705,86,2018,NULL,NULL
1228,87,2020,NULL,NULL
188,87,2016,"Utah State University","MW"
706,87,2018,"Louisiana State University - Baton Rouge","SEC"
968,87,2019,NULL,NULL
447,87,2017,"University of California, Berkeley","PAC-12"
707,88,2018,"Vanderbilt University","SEC"
448,88,2017,"University of California, Los Angeles","PAC-12"
189,88,2016,"Utah State University","MW"
969,88,2019,"University of Utah","PAC-12"
1229,88,2020,"The University of Texas at Austin","Big 12"
1230,89,2020,NULL,NULL
449,89,2017,"The University of Texas at Austin","Big 12"
708,89,2018,NULL,NULL
970,89,2019,"Stanford University","PAC-12"
190,89,2016,NULL,NULL
191,90,2016,"University of Notre Dame","ACC"
450,90,2017,"University of Central Florida","AAC"
971,90,2019,NULL,NULL
709,90,2018,"University of South Florida","AAC"
1231,90,2020,"Florida State University","ACC"
192,91,2016,"North Carolina State University - Raleigh","ACC"
451,91,2017,"Boston College","ACC"
972,91,2019,NULL,NULL
1232,91,2020,"University of California, Los Angeles","PAC-12"
710,91,2018,"University of Central Florida","AAC"
1233,92,2020,"The University of Texas at Austin","Big 12"
973,92,2019,"University of South Carolina","SEC"
452,92,2017,"University of Michigan-Ann Arbor","Big Ten"
193,92,2016,NULL,NULL
711,92,2018,NULL,NULL
712,93,2018,NULL,NULL
1234,93,2020,"Appalachian State University","SBC"
974,93,2019,"University of Notre Dame","ACC"
194,93,2016,"University of South Carolina","SEC"
453,93,2017,"Auburn University","SEC"
195,94,2016,"Ohio State University","Big Ten"
454,94,2017,"University of Tennessee","SEC"
1235,94,2020,"University of Cincinnati","AAC"
975,94,2019,"Auburn University","SEC"
713,94,2018,NULL,NULL
1236,95,2020,"University of Arkansas","SEC"
455,95,2017,"University of Michigan-Ann Arbor","Big Ten"
976,95,2019,"Old Dominion University","C-USA"
714,95,2018,"University of Southern Mississippi","C-USA"
196,95,2016,"University of Michigan-Ann Arbor","Big Ten"
1237,96,2020,NULL,NULL
197,96,2016,"University of Nebraska - Lincoln","Big Ten"
456,96,2017,"Northern Illinois University","MAC"
715,96,2018,"Stanford University","PAC-12"
977,96,2019,"University of Mississippi","SEC"
978,97,2019,NULL,NULL
198,97,2016,"Boise State University","MW"
457,97,2017,"Clemson University","ACC"
1238,97,2020,"Louisiana State University - Baton Rouge","SEC"
716,97,2018,"University of Michigan-Ann Arbor","Big Ten"
979,98,2019,NULL,NULL
458,98,2017,NULL,NULL
199,98,2016,"Boston College","ACC"
1239,98,2020,"Ohio State University","Big Ten"
717,98,2018,"University of Central Florida","AAC"
718,99,2018,"Boston College","ACC"
201,99,2016,NULL,NULL
980,99,2019,"University of Kentucky","SEC"
1240,99,2020,NULL,NULL
459,99,2017,NULL,NULL
1241,100,2020,"Clemson University","ACC"
981,100,2019,NULL,NULL
202,100,2016,"Michigan State University","Big Ten"
719,100,2018,"Clemson University","ACC"
460,100,2017,"Florida International University","C-USA"
203,101,2016,NULL,NULL
721,101,2018,NULL,NULL
1242,101,2020,"Virginia Polytechnic Institute and State University","ACC"
461,101,2017,NULL,NULL
982,101,2019,NULL,NULL
1243,102,2020,"University of North Carolina at Charlotte","C-USA"
462,102,2017,NULL,NULL
722,102,2018,"Ohio State University","Big Ten"
204,102,2016,"Ohio State University","Big Ten"
983,102,2019,"Boise State University","MW"
463,103,2017,"Florida Atlantic University","C-USA"
205,103,2016,"University of Notre Dame","ACC"
985,103,2019,"Iowa State University","Big 12"
723,103,2018,"Texas Tech University","Big 12"
1244,103,2020,"University of Colorado Boulder","PAC-12"
464,104,2017,"University of Iowa","Big Ten"
724,104,2018,"North Carolina State University - Raleigh","ACC"
1245,104,2020,"University of Utah","PAC-12"
206,104,2016,"Temple University","AAC"
986,104,2019,"North Carolina State University - Raleigh","ACC"
725,105,2018,"Florida State University","ACC"
1246,105,2020,NULL,NULL
207,105,2016,"University of Cincinnati","AAC"
987,105,2019,"Florida State University","ACC"
465,105,2017,"University of Pittsburgh","ACC"
1247,106,2020,NULL,NULL
988,106,2019,"Eastern Michigan University","MAC"
726,106,2018,"University of Iowa","Big Ten"
466,106,2017,"University of Michigan-Ann Arbor","Big Ten"
208,106,2016,NULL,NULL
727,107,2018,"University of Miami","ACC"
209,107,2016,"University of Cincinnati","AAC"
467,107,2017,"Louisiana State University - Baton Rouge","SEC"
989,107,2019,"University of Iowa","Big Ten"
1249,107,2020,"Appalachian State University","SBC"
1250,108,2020,"Louisiana State University - Baton Rouge","SEC"
990,108,2019,"University of Notre Dame","ACC"
469,108,2017,NULL,NULL
210,108,2016,NULL,NULL
728,108,2018,NULL,NULL
1251,109,2020,"Clemson University","ACC"
211,109,2016,"Clemson University","ACC"
991,109,2019,"Michigan State University","Big Ten"
470,109,2017,"University of Iowa","Big Ten"
729,109,2018,NULL,NULL
471,110,2017,NULL,NULL
1252,110,2020,"University of California, Los Angeles","PAC-12"
212,110,2016,"Western Kentucky University","C-USA"
992,110,2019,"University of Utah","PAC-12"
730,110,2018,NULL,NULL
213,111,2016,NULL,NULL
1253,111,2020,"University of Georgia","SEC"
993,111,2019,"Ohio State University","Big Ten"
731,111,2018,"Michigan State University","Big Ten"
472,111,2017,"University of Colorado Boulder","PAC-12"
994,112,2019,"Stanford University","PAC-12"
1254,112,2020,"University of California, Los Angeles","PAC-12"
732,112,2018,"University of Miami","ACC"
214,112,2016,"University of Georgia","SEC"
473,112,2017,NULL,NULL
474,113,2017,"University of Miami","ACC"
1255,113,2020,"University of Notre Dame","ACC"
995,113,2019,NULL,NULL
215,113,2016,NULL,NULL
733,113,2018,NULL,NULL
996,114,2019,NULL,NULL
216,114,2016,"Auburn University","SEC"
1256,114,2020,"University of Utah","PAC-12"
734,114,2018,NULL,NULL
475,114,2017,NULL,NULL
1257,115,2020,"Florida Atlantic University","C-USA"
217,115,2016,NULL,NULL
735,115,2018,"Western Kentucky University","C-USA"
997,115,2019,NULL,NULL
476,115,2017,"University of Pittsburgh","ACC"
736,116,2018,"University of Kansas","Big 12"
998,116,2019,"University of Iowa","Big Ten"
1258,116,2020,NULL,NULL
218,116,2016,"The University of Texas at Austin","Big 12"
477,116,2017,"Auburn University","SEC"
219,117,2016,"University of South Carolina","SEC"
1259,117,2020,"University of South Carolina","SEC"
478,117,2017,NULL,NULL
737,117,2018,"University of Pittsburgh","ACC"
999,117,2019,"Clemson University","ACC"
1000,118,2019,"University of Arkansas","SEC"
738,118,2018,NULL,NULL
220,118,2016,"North Carolina State University - Raleigh","ACC"
1260,118,2020,"University of Missouri","SEC"
479,118,2017,NULL,NULL
1001,119,2019,"University of Miami","ACC"
221,119,2016,"San Jose State University","MW"
1261,119,2020,"California State University-Fresno","MW"
480,119,2017,NULL,NULL
739,119,2018,NULL,NULL
1002,120,2019,NULL,NULL
481,120,2017,"University of Michigan-Ann Arbor","Big Ten"
222,120,2016,NULL,NULL
740,120,2018,"University of Washington","PAC-12"
1262,120,2020,"Florida State University","ACC"
1003,121,2019,NULL,NULL
482,121,2017,"University of Utah","PAC-12"
741,121,2018,NULL,NULL
1263,121,2020,"University of Kentucky","SEC"
223,121,2016,NULL,NULL
1004,122,2019,"University of Kentucky","SEC"
742,122,2018,"University of California, Los Angeles","PAC-12"
224,122,2016,"Baylor University","Big 12"
483,122,2017,"San Diego State University","MW"
1264,122,2020,"University of Washington","PAC-12"
1265,123,2020,"University of Tulsa","AAC"
1005,123,2019,NULL,NULL
484,123,2017,"Michigan State University","Big Ten"
225,123,2016,"Louisiana State University - Baton Rouge","SEC"
743,123,2018,"University of Notre Dame","ACC"
1266,124,2020,"University of Maryland, College Park","Big Ten"
1006,124,2019,"Wake Forest University","ACC"
744,124,2018,NULL,NULL
485,124,2017,"University of Tennessee","SEC"
226,124,2016,"University of Miami","ACC"
1007,125,2019,"Arizona State University","PAC-12"
745,125,2018,"University of Pittsburgh","ACC"
486,125,2017,NULL,NULL
227,125,2016,"Florida State University","ACC"
1267,125,2020,"Florida International University","C-USA"
746,126,2018,"University of Southern Mississippi","C-USA"
228,126,2016,"Florida State University","ACC"
1268,126,2020,NULL,NULL
487,126,2017,"University of Houston","AAC"
1008,126,2019,"University of Georgia","SEC"
229,127,2016,NULL,NULL
488,127,2017,"University of Toledo","MAC"
747,127,2018,"Florida State University","ACC"
1269,127,2020,"Clemson University","ACC"
1009,127,2019,"University of South Carolina","SEC"
1010,128,2019,"University of Memphis","AAC"
748,128,2018,"North Carolina State University - Raleigh","ACC"
489,128,2017,"University of Tennessee","SEC"
1270,128,2020,"University of Central Florida","AAC"
230,128,2016,"University of Missouri","SEC"
231,129,2016,NULL,NULL
1271,129,2020,"University of North Carolina at Charlotte","C-USA"
749,129,2018,"North Carolina State University - Raleigh","ACC"
490,129,2017,"Florida State University","ACC"
1011,129,2019,"University of Houston","AAC"
232,130,2016,"University of Nebraska - Lincoln","Big Ten"
1012,130,2019,"University of Notre Dame","ACC"
1272,130,2020,"Baylor University","Big 12"
750,130,2018,"Florida State University","ACC"
491,130,2017,NULL,NULL
1013,131,2019,NULL,NULL
233,131,2016,"Stanford University","PAC-12"
492,131,2017,"University of Arkansas","SEC"
751,131,2018,"Arizona State University","PAC-12"
1273,131,2020,"Louisiana State University - Baton Rouge","SEC"
752,132,2018,NULL,NULL
234,132,2016,"University of Michigan-Ann Arbor","Big Ten"
1014,132,2019,"University of Oregon","PAC-12"
1274,132,2020,"University of Oregon","PAC-12"
493,132,2017,"San Diego State University","MW"
1015,133,2019,"Auburn University","SEC"
235,133,2016,"Louisiana State University - Baton Rouge","SEC"
494,133,2017,NULL,NULL
753,133,2018,"University of Missouri","SEC"
1275,133,2020,"Stanford University","PAC-12"
495,134,2017,NULL,NULL
1016,134,2019,"University of Washington","PAC-12"
1276,134,2020,"University of California, Berkeley","PAC-12"
236,134,2016,"Louisiana Tech University","C-USA"
754,134,2018,NULL,NULL
755,135,2018,NULL,NULL
1017,135,2019,NULL,NULL
1277,135,2020,"University of Louisiana at Lafayette","SBC"
496,135,2017,"University of Tennessee","SEC"
237,135,2016,NULL,NULL
497,136,2017,"Oregon State University","PAC-12"
238,136,2016,"University of Utah","PAC-12"
756,136,2018,"University of Mississippi","SEC"
1018,136,2019,"Ohio State University","Big Ten"
1278,136,2020,"Purdue University - West Lafayette","Big Ten"
239,137,2016,NULL,NULL
757,137,2018,"Stanford University","PAC-12"
